Id,activity_data,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,day_of_week,total_minutes,weekday_weekend,activity_levels
6775888955,2016-07-05,1967,1.41,1.41,0.00,0.13,0.24,1.05,0.00,2,5,49,551,1032,Tuesday,607,Weekday,Sedentary
4020332650,2016-12-05,590,0.42,0.42,0.00,0.00,0.00,0.41,0.00,0,0,21,721,1120,Monday,742,Weekday,Sedentary
2320127002,2016-12-05,2661,1.79,1.79,0.00,0.00,0.00,1.79,0.00,0,0,128,830,1125,Monday,958,Weekday,Sedentary
2026352035,2016-10-05,254,0.16,0.16,0.00,0.00,0.00,0.16,0.00,0,0,17,1002,1141,Wednesday,1019,Weekday,Sedentary
7086361926,2016-12-05,3789,2.56,2.56,0.00,0.38,0.27,1.89,0.00,5,4,58,343,1199,Monday,410,Weekday,Sedentary
4445114986,2016-12-05,768,0.52,0.52,0.00,0.00,0.00,0.52,0.00,0,0,58,380,1212,Monday,438,Weekday,Sedentary
2026352035,2016-04-17,838,0.52,0.52,0.00,0.00,0.00,0.52,0.00,0,0,60,1053,1214,Sunday,1113,Weekend,Sedentary
3372868164,2016-01-05,3077,2.10,2.10,0.00,0.00,0.00,2.09,0.00,0,0,172,842,1237,Tuesday,1014,Weekday,Sedentary
4702921684,2016-12-05,2752,2.23,2.23,0.00,0.00,0.00,2.23,0.00,0,0,68,241,1240,Monday,309,Weekday,Sedentary
6117666160,2016-09-05,4477,3.38,3.38,0.00,0.00,0.00,3.38,0.00,0,0,197,125,1248,Monday,322,Weekday,Sedentary
1644430081,2016-11-05,1329,0.97,0.97,0.00,0.00,0.00,0.95,0.01,0,0,49,713,1276,Saturday,762,Weekend,Sedentary
1624580081,2016-09-05,1732,1.13,1.13,0.00,0.00,0.00,1.13,0.00,0,0,91,1349,1328,Monday,1440,Weekday,Sedentary
1624580081,2016-03-05,2100,1.37,1.37,0.00,0.00,0.00,1.34,0.02,0,0,96,1344,1334,Saturday,1440,Weekend,Sedentary
1624580081,2016-06-05,1727,1.12,1.12,0.00,0.00,0.00,1.12,0.01,0,0,102,1338,1341,Sunday,1440,Weekend,Sedentary
1624580081,2016-04-15,1510,0.98,0.98,0.00,0.00,0.00,0.97,0.00,0,0,96,1344,1344,Friday,1440,Weekday,Sedentary
1844505072,2016-04-24,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347,Sunday,1440,Weekend,Sedentary
1844505072,2016-04-25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347,Monday,1440,Weekday,Sedentary
1844505072,2016-04-26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347,Tuesday,1440,Weekday,Sedentary
1844505072,2016-07-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347,Tuesday,1440,Weekday,Sedentary
1844505072,2016-08-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347,Friday,1440,Weekday,Sedentary
1844505072,2016-09-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347,Monday,1440,Weekday,Sedentary
1844505072,2016-10-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347,Wednesday,1440,Weekday,Sedentary
1844505072,2016-11-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347,Saturday,1440,Weekend,Sedentary
1844505072,2016-02-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1348,Friday,1440,Weekday,Sedentary
1844505072,2016-04-27,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1,1439,1348,Wednesday,1440,Weekday,Sedentary
1844505072,2016-04-20,8,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0,0,1,1439,1349,Wednesday,1440,Weekday,Sedentary
1844505072,2016-06-05,44,0.03,0.03,0.00,0.00,0.00,0.03,0.00,0,0,2,1438,1351,Sunday,1440,Weekend,Sedentary
2026352035,2016-04-19,2424,1.50,1.50,0.00,0.00,0.00,1.50,0.00,0,0,141,785,1356,Tuesday,926,Weekday,Sedentary
1624580081,2016-11-05,3134,2.04,2.04,0.00,0.00,0.00,2.04,0.00,0,0,112,1328,1359,Saturday,1440,Weekend,Sedentary
2026352035,2016-12-05,8891,5.51,5.51,0.00,0.00,0.00,5.51,0.00,0,0,343,330,1364,Monday,673,Weekday,Fairly Active
1844505072,2016-04-19,197,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0,0,10,1430,1366,Tuesday,1440,Weekday,Sedentary
1624580081,2016-04-05,2193,1.43,1.43,0.00,0.00,0.00,1.42,0.00,0,0,118,1322,1368,Tuesday,1440,Weekday,Sedentary
2026352035,2016-04-21,2467,1.53,1.53,0.00,0.00,0.00,1.53,0.00,0,0,153,749,1370,Thursday,902,Weekday,Sedentary
1624580081,2016-05-05,2470,1.61,1.61,0.00,0.00,0.00,1.58,0.02,0,0,117,1323,1370,Thursday,1440,Weekday,Sedentary
2026352035,2016-04-16,2547,1.58,1.58,0.00,0.00,0.00,1.58,0.00,0,0,150,728,1373,Saturday,878,Weekend,Sedentary
3977333714,2016-04-27,7193,5.04,5.04,0.00,0.00,0.42,4.62,0.00,0,10,176,714,1377,Wednesday,900,Weekday,Lightly Active
1927972279,2016-12-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,966,1383,Monday,966,Weekday,Sedentary
1624580081,2016-10-05,2969,1.93,1.93,0.00,0.00,0.00,1.92,0.01,0,0,139,1301,1393,Wednesday,1440,Weekday,Sedentary
5553957443,2016-04-17,655,0.43,0.43,0.00,0.00,0.00,0.43,0.00,0,0,46,943,1397,Sunday,989,Weekend,Sedentary
3977333714,2016-04-21,6093,4.08,4.08,0.00,0.00,0.00,4.06,0.00,0,0,242,712,1397,Thursday,954,Weekday,Lightly Active
2026352035,2016-04-22,2915,1.81,1.81,0.00,0.00,0.00,1.81,0.00,0,0,162,712,1399,Friday,874,Weekday,Sedentary
1624580081,2016-04-28,2759,1.79,1.79,0.00,0.00,0.20,1.60,0.00,0,5,115,1320,1401,Thursday,1440,Weekday,Sedentary
2026352035,2016-04-24,3490,2.16,2.16,0.00,0.00,0.00,2.16,0.00,0,0,164,704,1401,Sunday,868,Weekend,Sedentary
1624580081,2016-04-26,2826,1.84,1.84,0.00,0.00,0.00,1.83,0.01,0,0,140,1300,1402,Tuesday,1440,Weekday,Sedentary
2320127002,2016-01-05,772,0.52,0.52,0.00,0.00,0.00,0.52,0.00,0,0,40,1400,1403,Tuesday,1440,Weekday,Sedentary
1624580081,2016-04-29,2390,1.55,1.55,0.00,0.00,0.00,1.55,0.00,0,0,150,1290,1404,Friday,1440,Weekday,Sedentary
3977333714,2016-04-28,7114,4.88,4.88,0.00,1.37,0.29,3.22,0.00,15,8,190,804,1407,Thursday,1017,Weekday,Lightly Active
2320127002,2016-04-29,924,0.62,0.62,0.00,0.00,0.00,0.62,0.00,0,0,45,1395,1410,Friday,1440,Weekday,Sedentary
1624580081,2016-04-13,7007,4.55,4.55,0.00,0.00,0.00,4.55,0.00,0,0,148,1292,1411,Wednesday,1440,Weekday,Lightly Active
2026352035,2016-04-18,3325,2.06,2.06,0.00,0.00,0.00,2.06,0.00,0,0,182,1062,1419,Monday,1244,Weekday,Sedentary
2320127002,2016-04-05,1201,0.81,0.81,0.00,0.00,0.00,0.81,0.00,0,0,52,1388,1426,Tuesday,1440,Weekday,Sedentary
1624580081,2016-08-05,3427,2.23,2.23,0.00,0.00,0.00,2.22,0.00,0,0,152,1288,1427,Friday,1440,Weekday,Sedentary
2026352035,2016-04-14,3335,2.07,2.07,0.00,0.00,0.00,2.05,0.00,0,0,197,653,1431,Thursday,850,Weekday,Sedentary
2873212765,2016-12-05,7566,5.11,5.11,0.00,0.00,0.00,5.11,0.00,0,0,268,720,1431,Monday,988,Weekday,Fairly Active
1624580081,2016-12-04,8163,5.31,5.31,0.00,0.00,0.00,5.31,0.00,0,0,146,1294,1432,Sunday,1440,Weekend,Fairly Active
3977333714,2016-04-14,7641,5.11,5.11,0.00,0.32,0.97,3.82,0.00,5,23,214,801,1433,Thursday,1043,Weekday,Fairly Active
1624580081,2016-04-19,2916,1.90,1.90,0.00,0.00,0.00,1.90,0.00,0,0,141,1299,1435,Tuesday,1440,Weekday,Sedentary
2026352035,2016-04-15,3821,2.37,2.37,0.00,0.00,0.00,2.37,0.00,0,0,188,687,1444,Friday,875,Weekday,Sedentary
1624580081,2016-04-20,4974,3.23,3.23,0.00,0.00,0.00,3.23,0.00,0,0,151,1289,1446,Wednesday,1440,Weekday,Sedentary
2026352035,2016-01-05,3609,2.28,2.28,0.00,0.00,0.00,2.28,0.00,0,0,191,716,1447,Tuesday,907,Weekday,Sedentary
3977333714,2016-12-04,8856,5.98,5.98,0.00,3.06,0.91,2.01,0.00,44,19,131,777,1450,Sunday,971,Weekend,Fairly Active
4558609924,2016-12-05,6307,4.17,4.17,0.00,0.00,0.00,4.17,0.00,0,0,247,736,1452,Monday,983,Weekday,Lightly Active
2026352035,2016-12-04,4414,2.74,2.74,0.00,0.19,0.35,2.20,0.00,3,8,181,706,1459,Sunday,898,Weekend,Sedentary
5553957443,2016-04-30,1202,0.78,0.78,0.00,0.00,0.00,0.78,0.00,0,0,84,506,1463,Saturday,590,Weekend,Sedentary
1624580081,2016-04-16,5370,3.49,3.49,0.00,0.00,0.00,3.49,0.00,0,0,176,1264,1463,Saturday,1440,Weekend,Lightly Active
4319703577,2016-04-17,29,0.02,0.02,0.00,0.00,0.00,0.02,0.00,0,0,3,1363,1464,Sunday,1366,Weekend,Sedentary
6962181067,2016-04-14,1551,1.03,1.03,0.00,0.00,0.00,1.03,0.00,0,0,86,862,1466,Thursday,948,Weekday,Sedentary
1624580081,2016-04-21,6349,4.13,4.13,0.00,0.00,0.00,4.11,0.02,0,0,186,1254,1467,Thursday,1440,Weekday,Lightly Active
3977333714,2016-04-15,9010,6.06,6.06,0.00,1.05,1.75,3.26,0.00,15,42,183,644,1468,Friday,884,Weekday,Fairly Active
1624580081,2016-04-22,4026,2.62,2.62,0.00,0.00,0.00,2.60,0.00,0,0,199,1241,1470,Friday,1440,Weekday,Sedentary
2320127002,2016-04-28,1532,1.03,1.03,0.00,0.00,0.00,1.03,0.00,0,0,76,1364,1473,Thursday,1440,Weekday,Sedentary
1624580081,2016-07-05,2104,1.37,1.37,0.00,0.00,0.00,1.37,0.00,0,0,182,1258,1474,Tuesday,1440,Weekday,Sedentary
2320127002,2016-04-27,1715,1.16,1.16,0.00,0.00,0.00,1.16,0.00,0,0,82,1358,1481,Wednesday,1440,Weekday,Sedentary
3977333714,2016-04-22,8911,5.96,5.96,0.00,2.33,0.58,3.06,0.00,33,12,188,731,1481,Friday,964,Weekday,Fairly Active
2026352035,2016-07-05,4193,2.60,2.60,0.00,0.00,0.00,2.60,0.00,0,0,229,665,1491,Tuesday,894,Weekday,Sedentary
1624580081,2016-04-25,6497,4.22,4.22,0.00,0.00,0.00,4.20,0.02,0,0,202,1238,1492,Monday,1440,Weekday,Lightly Active
5553957443,2016-07-05,1868,1.22,1.22,0.00,0.00,0.00,1.22,0.00,0,0,96,902,1494,Tuesday,998,Weekday,Sedentary
3977333714,2016-04-13,10035,6.71,6.71,0.00,2.03,2.13,2.55,0.00,31,46,153,754,1495,Wednesday,984,Weekday,Very_Active
6117666160,2016-12-04,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1496,Sunday,1440,Weekend,Sedentary
6117666160,2016-04-13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1496,Wednesday,1440,Weekday,Sedentary
6117666160,2016-04-14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1496,Thursday,1440,Weekday,Sedentary
6117666160,2016-03-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1496,Saturday,1440,Weekend,Sedentary
6117666160,2016-04-25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1497,Monday,1440,Weekday,Sedentary
1624580081,2016-02-05,7155,4.93,4.93,0.00,0.86,0.59,3.47,0.00,7,6,166,1261,1497,Friday,1440,Weekday,Lightly Active
3977333714,2016-01-05,10414,7.07,7.07,0.00,2.67,1.98,2.41,0.00,41,40,124,691,1501,Tuesday,896,Weekday,Very_Active
8053475328,2016-12-05,4998,3.91,3.91,0.00,2.95,0.20,0.76,0.00,28,4,39,839,1505,Monday,910,Weekday,Sedentary
2026352035,2016-04-30,4729,2.93,2.93,0.00,0.00,0.00,2.93,0.00,0,0,233,594,1506,Saturday,827,Weekend,Sedentary
5553957443,2016-04-24,1807,1.18,1.18,0.00,0.00,0.00,1.18,0.00,0,0,104,582,1507,Sunday,686,Weekend,Sedentary
2026352035,2016-04-13,4993,3.10,3.10,0.00,0.00,0.00,3.10,0.00,0,0,238,663,1521,Wednesday,901,Weekday,Sedentary
4057192912,2016-04-15,3984,2.95,2.95,0.00,0.21,0.26,2.44,0.00,3,6,88,873,1527,Friday,970,Weekday,Sedentary
2873212765,2016-04-17,2524,1.70,1.70,0.00,0.00,0.35,1.34,0.00,0,8,160,1272,1529,Sunday,1440,Weekend,Sedentary
3977333714,2016-04-17,10415,6.97,6.97,0.00,0.70,2.35,3.92,0.00,11,58,205,600,1529,Sunday,874,Weekend,Very_Active
1844505072,2016-01-05,2573,1.70,1.70,0.00,0.00,0.26,1.45,0.00,0,7,75,585,1541,Tuesday,667,Weekday,Sedentary
3977333714,2016-04-29,10645,7.75,7.75,0.00,3.74,1.30,2.71,0.00,36,32,150,744,1545,Friday,962,Weekday,Very_Active
1844505072,2016-04-05,2080,1.37,1.37,0.00,0.00,0.00,1.37,0.00,0,0,87,1353,1549,Tuesday,1440,Weekday,Sedentary
3977333714,2016-04-26,11388,7.62,7.62,0.00,0.45,4.22,2.95,0.00,7,95,170,797,1551,Tuesday,1069,Weekday,Very_Active
1624580081,2016-04-17,6175,4.06,4.06,0.00,1.03,1.52,1.49,0.01,15,22,127,1276,1554,Sunday,1440,Weekend,Lightly Active
3977333714,2016-04-20,11658,7.83,7.83,0.00,0.20,4.35,3.28,0.00,2,98,164,845,1554,Wednesday,1109,Weekday,Very_Active
2026352035,2016-08-05,5528,3.45,3.45,0.00,0.00,0.00,3.45,0.00,0,0,258,610,1555,Friday,868,Weekday,Lightly Active
7007744171,2016-04-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1557,Tuesday,1440,Weekday,Sedentary
1624580081,2016-04-23,8538,5.55,5.55,0.00,0.00,0.00,5.54,0.01,0,0,227,1213,1562,Saturday,1440,Weekend,Fairly Active
5553957443,2016-04-20,2713,1.77,1.77,0.00,0.00,0.00,1.77,0.00,0,0,148,598,1570,Wednesday,746,Weekday,Sedentary
3977333714,2016-04-25,11177,8.48,8.48,0.00,5.62,0.43,2.41,0.00,50,9,133,781,1570,Monday,973,Weekday,Very_Active
1624580081,2016-04-14,9107,5.92,5.92,0.00,0.00,0.00,5.91,0.01,0,0,236,1204,1572,Thursday,1440,Weekday,Fairly Active
3977333714,2016-07-05,11550,7.73,7.73,0.00,0.00,4.13,3.59,0.00,0,86,208,703,1574,Tuesday,997,Weekday,Very_Active
2026352035,2016-04-25,6017,3.73,3.73,0.00,0.00,0.00,3.73,0.00,0,0,260,821,1576,Monday,1081,Weekday,Lightly Active
8253242879,2016-04-28,2718,1.80,1.80,0.00,0.67,0.78,0.34,0.00,11,16,20,1393,1580,Thursday,1440,Weekday,Sedentary
3977333714,2016-04-18,11663,7.80,7.80,0.00,0.25,3.73,3.82,0.00,4,95,214,605,1584,Monday,918,Weekday,Very_Active
1844505072,2016-05-05,2237,1.48,1.48,0.00,0.00,0.00,1.48,0.00,0,0,120,1320,1589,Thursday,1440,Weekday,Sedentary
3977333714,2016-06-05,11677,8.28,8.28,0.00,3.11,2.51,2.67,0.00,29,55,168,676,1590,Sunday,928,Weekend,Very_Active
4319703577,2016-01-05,1251,0.84,0.84,0.00,0.00,0.00,0.84,0.00,0,0,67,836,1593,Tuesday,903,Weekday,Sedentary
2026352035,2016-04-27,6088,3.77,3.77,0.00,0.00,0.00,3.77,0.00,0,0,286,586,1593,Wednesday,872,Weekday,Lightly Active
2026352035,2016-04-26,5933,3.68,3.68,0.00,0.00,0.00,3.68,0.00,0,0,288,1018,1595,Tuesday,1306,Weekday,Lightly Active
2026352035,2016-03-05,5992,3.72,3.72,0.00,0.00,0.00,3.72,0.00,0,0,304,981,1604,Saturday,1285,Weekend,Lightly Active
1624580081,2016-04-18,10536,7.41,7.41,0.00,2.15,0.62,4.62,0.01,17,7,202,1214,1604,Monday,1440,Weekday,Very_Active
2320127002,2016-04-21,3404,2.29,2.29,0.00,0.06,0.42,1.81,0.00,1,10,127,1302,1610,Thursday,1440,Weekday,Sedentary
2320127002,2016-02-05,3634,2.45,2.45,0.00,0.36,0.21,1.88,0.00,5,6,123,1306,1613,Friday,1440,Weekday,Sedentary
1624580081,2016-04-24,6076,3.95,3.95,0.00,1.15,0.91,1.89,0.00,16,18,185,1221,1617,Sunday,1440,Weekend,Lightly Active
3977333714,2016-05-05,12312,8.58,8.58,0.00,1.76,4.11,2.71,0.00,14,88,178,680,1618,Thursday,960,Weekday,Very_Active
4388161847,2016-12-05,3369,2.59,2.59,0.00,0.00,0.00,2.59,0.00,0,0,108,825,1623,Monday,933,Weekday,Sedentary
3977333714,2016-04-16,13459,9.00,9.00,0.00,2.03,4.00,2.97,0.00,31,83,153,663,1625,Saturday,930,Weekend,Very_Active
3977333714,2016-04-05,13559,9.44,9.44,0.00,1.81,4.58,2.89,0.00,14,96,142,852,1628,Tuesday,1104,Weekday,Very_Active
7086361926,2016-04-17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1629,Sunday,1440,Weekend,Sedentary
2320127002,2016-09-05,3090,2.08,2.08,0.00,0.00,0.00,2.08,0.00,0,0,145,1295,1630,Monday,1440,Weekday,Sedentary
3977333714,2016-10-05,13072,8.78,8.78,0.00,0.07,5.40,3.31,0.00,1,115,196,676,1630,Wednesday,988,Weekday,Very_Active
4319703577,2016-04-18,2276,1.55,1.55,0.00,0.07,0.33,1.12,0.00,1,9,58,824,1632,Monday,892,Weekday,Sedentary
8253242879,2016-04-15,2672,1.77,1.77,0.00,0.00,0.00,1.76,0.00,0,0,105,1335,1632,Friday,1440,Weekday,Sedentary
2320127002,2016-04-26,3409,2.30,2.30,0.00,0.00,0.00,2.30,0.00,0,0,147,1293,1632,Tuesday,1440,Weekday,Sedentary
3977333714,2016-08-05,13585,9.09,9.09,0.00,0.68,5.24,3.17,0.00,9,116,171,688,1633,Friday,984,Weekday,Very_Active
7086361926,2016-04-16,31,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0,0,3,1437,1635,Saturday,1440,Weekend,Sedentary
3977333714,2016-04-23,12058,8.07,8.07,0.00,0.00,4.22,3.85,0.00,0,92,252,724,1638,Saturday,1068,Weekend,Very_Active
3977333714,2016-04-19,12414,8.78,8.78,0.00,2.24,2.45,3.96,0.00,19,67,221,738,1638,Tuesday,1045,Weekday,Very_Active
1844505072,2016-04-23,3570,2.36,2.36,0.00,0.00,0.00,2.36,0.00,0,0,139,1301,1645,Saturday,1440,Weekend,Sedentary
2026352035,2016-04-28,6375,3.95,3.95,0.00,0.00,0.00,3.95,0.00,0,0,331,626,1649,Thursday,957,Weekday,Lightly Active
3977333714,2016-04-30,13238,9.20,9.20,0.00,3.69,2.10,3.41,0.00,43,52,194,687,1650,Saturday,976,Weekend,Very_Active
8253242879,2016-04-22,2824,1.87,1.87,0.00,0.00,0.00,1.87,0.00,0,0,120,1320,1651,Friday,1440,Weekday,Sedentary
2320127002,2016-04-25,3588,2.42,2.42,0.00,0.23,0.20,1.99,0.00,3,5,152,1280,1654,Monday,1440,Weekday,Sedentary
1624580081,2016-04-30,6474,4.30,4.30,0.00,0.90,1.28,2.12,0.01,11,23,224,1182,1655,Saturday,1440,Weekend,Lightly Active
3977333714,2016-04-24,14112,10.00,10.00,0.00,3.27,4.56,2.17,0.00,30,95,129,660,1655,Sunday,914,Weekend,Very_Active
1844505072,2016-04-16,3414,2.26,2.26,0.00,0.00,0.00,2.26,0.00,0,0,147,1293,1657,Saturday,1440,Weekend,Sedentary
2026352035,2016-04-05,6564,4.07,4.07,0.00,0.00,0.00,4.07,0.00,0,0,345,530,1658,Tuesday,875,Weekday,Lightly Active
6962181067,2016-08-05,4188,2.77,2.77,0.00,0.00,0.52,2.25,0.00,0,14,151,709,1659,Friday,874,Weekday,Sedentary
5577150313,2016-11-05,4038,3.04,3.04,0.00,1.83,0.30,0.89,0.00,45,15,63,257,1665,Saturday,380,Weekend,Sedentary
2026352035,2016-04-20,7222,4.48,4.48,0.00,0.00,0.00,4.48,0.00,0,0,327,623,1667,Wednesday,950,Weekday,Lightly Active
3977333714,2016-09-05,14687,10.08,10.08,0.00,0.77,5.60,3.55,0.00,8,122,151,1159,1667,Monday,1440,Weekday,Very_Active
3372868164,2016-04-22,3843,2.62,2.62,0.00,0.00,0.00,2.61,0.01,0,0,206,1234,1669,Friday,1440,Weekday,Sedentary
1624580081,2016-04-27,8367,5.44,5.44,0.00,1.11,1.87,2.46,0.00,17,36,154,1233,1670,Wednesday,1440,Weekday,Fairly Active
5553957443,2016-04-18,3727,2.43,2.43,0.00,0.00,0.00,2.43,0.00,0,0,206,622,1683,Monday,828,Weekday,Sedentary
8792009665,2016-04-17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1688,Sunday,1440,Weekend,Sedentary
8792009665,2016-04-18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1688,Monday,1440,Weekday,Sedentary
8792009665,2016-04-19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1688,Tuesday,1440,Weekday,Sedentary
8792009665,2016-04-25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1688,Monday,1440,Weekday,Sedentary
8792009665,2016-05-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1688,Thursday,1440,Weekday,Sedentary
8792009665,2016-06-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1688,Sunday,1440,Weekend,Sedentary
8792009665,2016-07-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1688,Tuesday,1440,Weekday,Sedentary
8792009665,2016-08-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1688,Friday,1440,Weekday,Sedentary
8792009665,2016-09-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1688,Monday,1440,Weekday,Sedentary
2026352035,2016-02-05,7018,4.35,4.35,0.00,0.00,0.00,4.35,0.00,0,0,355,716,1690,Friday,1071,Weekday,Lightly Active
4558609924,2016-01-05,3428,2.27,2.27,0.00,0.00,0.00,2.27,0.00,0,0,190,1121,1692,Tuesday,1311,Weekday,Sedentary
2026352035,2016-04-29,7604,4.71,4.71,0.00,0.00,0.00,4.71,0.00,0,0,352,492,1692,Friday,844,Weekday,Fairly Active
5553957443,2016-11-05,4926,3.22,3.22,0.00,0.00,0.00,3.22,0.00,0,0,195,628,1693,Saturday,823,Weekend,Sedentary
2320127002,2016-04-14,3973,2.68,2.68,0.00,0.00,0.00,2.68,0.00,0,0,191,1249,1696,Thursday,1440,Weekday,Sedentary
5553957443,2016-04-05,4249,2.77,2.77,0.00,0.00,0.00,2.77,0.00,0,0,224,651,1698,Tuesday,875,Weekday,Sedentary
2026352035,2016-11-05,8580,5.32,5.32,0.00,0.00,0.00,5.32,0.00,0,0,330,569,1698,Saturday,899,Weekend,Fairly Active
6962181067,2016-04-24,5029,3.32,3.32,0.00,0.00,0.00,3.32,0.00,0,0,199,720,1705,Sunday,919,Weekend,Lightly Active
8253242879,2016-04-14,5234,3.46,3.46,0.00,1.93,0.99,0.54,0.00,29,16,33,1362,1705,Thursday,1440,Weekday,Lightly Active
3977333714,2016-03-05,14335,9.59,9.59,0.00,3.32,1.74,4.53,0.00,47,41,258,594,1710,Saturday,940,Weekend,Very_Active
5553957443,2016-04-13,4832,3.16,3.16,0.00,0.00,0.00,3.16,0.00,0,0,226,647,1718,Wednesday,873,Weekday,Sedentary
6962181067,2016-04-13,5652,3.74,3.74,0.00,0.57,1.21,1.96,0.00,8,24,142,548,1718,Wednesday,722,Weekday,Lightly Active
8792009665,2016-04-21,144,0.09,0.09,0.00,0.00,0.00,0.09,0.00,0,0,9,1431,1720,Thursday,1440,Weekday,Sedentary
8792009665,2016-04-16,244,0.16,0.16,0.00,0.00,0.00,0.16,0.00,0,0,12,1428,1721,Saturday,1440,Weekend,Sedentary
4558609924,2016-06-05,3755,2.48,2.48,0.00,0.00,0.00,2.48,0.00,0,0,202,1238,1722,Sunday,1440,Weekend,Sedentary
4558609924,2016-04-13,4978,3.29,3.29,0.00,1.24,0.44,1.61,0.00,19,7,127,1287,1722,Wednesday,1440,Weekday,Sedentary
2320127002,2016-04-16,5057,3.41,3.41,0.00,0.00,0.00,3.40,0.00,0,0,195,1245,1724,Saturday,1440,Weekend,Lightly Active
1844505072,2016-04-15,3844,2.54,2.54,0.00,0.00,0.00,2.54,0.00,0,0,176,527,1725,Friday,703,Weekday,Sedentary
